0.577188,-0.0450562,-0.815368,0,0.813211,-0.0593069,0.578939,0,-0.0744418,-0.997223,0.002409,0,70.632,208.192,-42.2032,1
0.577412,-0.0456713,-0.815175,0,0.812998,-0.0596018,0.579209,0,-0.0750391,-0.997177,0.00271592,0,70.6609,208.667,-42.2142,1
0.577635,-0.0462787,-0.814982,0,0.812786,-0.0598724,0.579478,0,-0.0756124,-0.997133,0.00303027,0,70.6693,209.104,-42.2396,1
0.577905,-0.0471204,-0.814743,0,0.812512,-0.0603427,0.579813,0,-0.0764849,-0.997065,0.00341354,0,70.7328,209.741,-42.2337,1
0.578221,-0.0478132,-0.814478,0,0.81223,-0.0605859,0.580182,0,-0.0770864,-0.997017,0.00380324,0,70.7701,210.184,-42.239,1
0.578397,-0.0484235,-0.814317,0,0.812041,-0.0609731,0.580407,0,-0.0777568,-0.996964,0.00405517,0,70.8341,210.628,-42.2371,1
0.578548,-0.0489693,-0.814177,0,0.811872,-0.0613638,0.580601,0,-0.0783927,-0.996914,0.00425492,0,70.9033,211.057,-42.2162,1
0.57872,-0.0495593,-0.814019,0,0.811691,-0.0616878,0.58082,0,-0.0790003,-0.996864,0.00452696,0,70.9642,211.493,-42.2037,1
0.578838,-0.0500311,-0.813906,0,0.811549,-0.062074,0.580978,0,-0.0795895,-0.996817,0.00467193,0,71.0124,211.894,-42.1761,1
0.579063,-0.0506345,-0.813709,0,0.811329,-0.0623801,0.581252,0,-0.0801907,-0.996767,0.00495918,0,71.0523,212.326,-42.1762,1
0.579276,-0.0514069,-0.813509,0,0.811098,-0.0628067,0.581529,0,-0.0809884,-0.996701,0.00531365,0,71.1002,212.922,-42.1342,1
0.579532,-0.0519844,-0.81329,0,0.810862,-0.0630438,0.581832,0,-0.0815191,-0.996656,0.00561626,0,71.1203,213.317,-42.1574,1
0.579682,-0.0524353,-0.813154,0,0.810708,-0.0632948,0.58202,0,-0.0819869,-0.996617,0.00581881,0,71.1654,213.675,-42.1566,1
0.579848,-0.0529536,-0.813002,0,0.810534,-0.0635852,0.582229,0,-0.0825261,-0.996571,0.00605094,0,71.2145,214.054,-42.1564,1
0.580074,-0.0536151,-0.812798,0,0.810308,-0.063888,0.582511,0,-0.0831596,-0.996516,0.00638498,0,71.2758,214.468,-42.1922,1
0.580276,-0.0541331,-0.812619,0,0.810114,-0.0641054,0.582757,0,-0.0836397,-0.996474,0.00665522,0,71.3036,214.833,-42.1959,1
0.580462,-0.054639,-0.812452,0,0.809928,-0.0643615,0.582987,0,-0.0841446,-0.99643,0.00689428,0,71.3329,215.203,-42.2064,1
0.580633,-0.0552297,-0.81229,0,0.809736,-0.0647485,0.583211,0,-0.0848052,-0.996372,0.00712639,0,71.394,215.665,-42.2006,1
0.58074,-0.055613,-0.812187,0,0.809624,-0.0648923,0.583351,0,-0.0851466,-0.996342,0.00734006,0,71.4341,215.943,-42.2356,1
0.580936,-0.0561399,-0.812011,0,0.809425,-0.0651956,0.583593,0,-0.0857026,-0.996292,0.00756656,0,71.4791,216.3,-42.2461,1
0.580996,-0.0565288,-0.811941,0,0.809332,-0.0654859,0.583689,0,-0.0861661,-0.996251,0.0077035,0,71.5454,216.621,-42.2082,1
0.58113,-0.0569209,-0.811818,0,0.809186,-0.0657851,0.583858,0,-0.0866393,-0.996209,0.00782999,0,71.5882,216.932,-42.1879,1
0.58118,-0.0572656,-0.811758,0,0.809108,-0.0660181,0.58394,0,-0.0870304,-0.996174,0.00796576,0,71.6384,217.227,-42.1259,1
0.581295,-0.057677,-0.811646,0,0.808982,-0.0662185,0.584092,0,-0.0874347,-0.996137,0.00816722,0,71.659,217.538,-42.1343,1
0.581456,-0.0581094,-0.8115,0,0.808818,-0.0664552,0.584292,0,-0.0878815,-0.996096,0.00835916,0,71.6888,217.849,-42.1266,1
0.581758,-0.0588364,-0.811231,0,0.808532,-0.0666977,0.58466,0,-0.0885066,-0.996037,0.00876915,0,71.7016,218.328,-42.1201,1
0.581966,-0.0593163,-0.811047,0,0.808336,-0.0668684,0.584912,0,-0.0889283,-0.995997,0.00903231,0,71.7123,218.654,-42.1627,1
0.582035,-0.0596634,-0.810972,0,0.808244,-0.0670863,0.585013,0,-0.0893091,-0.995962,0.00917602,0,71.7581,218.931,-42.1458,1
0.582175,-0.0600695,-0.810841,0,0.808095,-0.0673265,0.585191,0,-0.0897432,-0.995921,0.00934613,0,71.789,219.221,-42.1467,1
0.582291,-0.0604754,-0.810728,0,0.80797,-0.0674998,0.585345,0,-0.0901231,-0.995885,0.0095578,0,71.8476,219.52,-42.167,1
0.582424,-0.0608699,-0.810603,0,0.807824,-0.0677645,0.585515,0,-0.0905704,-0.995843,0.00970453,0,71.8881,219.797,-42.1902,1
0.582578,-0.0612928,-0.81046,0,0.807668,-0.0679454,0.58571,0,-0.0909669,-0.995805,0.00992076,0,71.9379,220.066,-42.2214,1
0.582642,-0.0617481,-0.81038,0,0.807558,-0.068321,0.585818,0,-0.0915392,-0.995751,0.0100584,0,72.0207,220.447,-42.1858,1
